Name,Description,Material,Color,Current Price,Old Price,Discount,Piece,Availability,Category,Gender,Size,Design,Link
Printed Dobby Shirt (Sold by Per Meter),        Printed Dobby Shirt|Sold By Rs. 550/- Per Meter    ,Dobby,Brown,PKR 550 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/1-piece-printed-shirt-21586
Printed Dobby Shirt (Sold by Per Meter),        Printed Dobby Shirt|Sold By Rs. 550/- Per Meter    ,Dobby,Burgundy,PKR 550 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/1-piece-printed-shirt-21585
1 Piece Printed Shirt,Printed Lawn Shirt | Sold by Per Meter | 42 Inches Width ,Lawn,Blue,PKR 400 ,-,-,3 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/1-piece-printed-shirt-21583
1 Piece Printed Shirt,        Printed Lawn Shirt | Sold by Per Meter | 42 Inches Width    ,Lawn,Yellow,PKR 400 ,-,-,3 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/1-piece-printed-shirt-21582
1 Piece Printed Shirt,        Printed Lawn Shirt | Sold by Per Meter | 42 Inches Width    ,Lawn,Green,PKR 400 ,-,-,3 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/1-piece-printed-shirt-21580
Jacquard Shirt,        Jacquard Shirt|Sold by per meter|44 Inches Width    ,Jacquard,Lilac,PKR 790 ,-,-,1 Piece,In stock,Unstitched,Women,1,Embroidered,https://www.alkaramstudio.com/jacquard-shirt-21109
Jacquard Shirt,        Jacquard Shirt|Sold by per meter|44 Inches Width    ,Jacquard,Beige Gold,PKR 790 ,-,-,1 Piece,In stock,Unstitched,Women,1,Embroidered,https://www.alkaramstudio.com/jacquard-shirt-21108
Embroidered Cambric Shirt,        Embroidered Cambric Shirt|Sold by per meter|40 Inches Width    ,Cambric,White,PKR 800 ,-,-,1 Piece,In stock,Unstitched,Women,1,Embroidered,https://www.alkaramstudio.com/embroidered-cambric-shirt-21106
Embroidered Cambric Shirt,        Embroidered Cambric Shirt|Sold by per meter|40 Inches Width    ,Cambric,Blue,PKR 800 ,-,-,1 Piece,In stock,Unstitched,Women,1,Embroidered,https://www.alkaramstudio.com/embroidered-cambric-shirt-21105
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|42 Inches Width    ,Cambric,Cream,PKR 480 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22017
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|40 Inches Width    ,Cambric,Pink,PKR 480 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22016
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|40 Inches Width    ,Cambric,Green,PKR 480 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22015
Denim Printed Shirt,        Denim Printed Shirt|Sold by per meter|60 Inches Width    ,Denim,Blue,PKR 920 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/denim-printed-shirt-21098
Denim Printed Shirt,        Denim Printed Shirt|Sold by per meter|60 Inches Width    ,Denim,Black,PKR 920 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/denim-printed-shirt-21097
Denim Printed Shirt,        Denim Printed Shirt|Sold by per meter|60 Inches Width    ,Denim,Blue,PKR 920 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/denim-printed-shirt-21096
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|42 Inches Width    ,Cambric,Purple,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22014
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|40 Inches Width    ,Cambric,Beige,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22013
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|40 Inches Width    ,Cambric,Green,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22012
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|40 Inches Width    ,Cambric,Purple,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22010
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|42 Inches Width    ,Cambric,Blue,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22009
1 Piece Printed Shirt,        Printed Cambric Shirt|Sold by Meter|40 Inches Width    ,Cambric,Green,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/1-piece-printed-shirt-21578
1 Piece Embroidered Shirt,        Two way slub Lawn Embroidered Shirt|Sold by Meter|40 Inches Width    ,Lawn,Beige,PKR 1820 ,-,-,1 Piece,In stock,Unstitched,Women,1,Embroidered,https://www.alkaramstudio.com/1-piece-embroidered-shirt-21144
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt|Sold by Per Meter    ,Lawn,Blue,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22336
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt|Sold by Per Meter    ,Lawn,Beige,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22335
1 Piece Printed Lawn Shirt,Printed Lawn Shirt|Sold by Per Meter ,Lawn,Pink,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22334
Dyed Jacquard Shirt,        Dyed Jacquard Shirt|Sold by per meter|1 Meter Width    ,Jacquard,Mustard,PKR 430 ,-,-,1 Piece,In stock,Unstitched,Women,1,Dyed,https://www.alkaramstudio.com/dyed-jacquard-shirt-21019
Schiffli Embroidered Shirt,        Schiffli Embroidered Shirt|Sold by per meter|1 Meter Width    ,Schiffli,Green,PKR 750 ,-,-,1 Piece,In stock,Unstitched,Women,1,Embroidered,https://www.alkaramstudio.com/schiffli-embroidered-shirt-21081
Printed Denim Shirt,        Printed Denim Shirt|Sold by per meter|1.6 Meter Width    ,Denim,Blue,PKR 960 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-denim-shirt-21078
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|1 Meter Width    ,Cambric,Brown,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22004
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|1 Meter Width    ,Cambric,Peach,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22003
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|1 Meter Width    ,Cambric,Green,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22002
Printed Cambric Shirt,        Printed Cambric Shirt|Sold by per meter|1 Meter Width    ,Cambric,Green,PKR 400 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/printed-cambric-shirt-22001
1 Piece Dobby Fabric,1 Piece Dobby Fabric ,Dobby,Beige,PKR 450 ,-,-,1 Piece,In stock,Unstitched,Woman,1,Printed,https://www.alkaramstudio.com/1-piece-dobby-fabric-20946
1 Piece Cambric Paste Print,        1 Piece Cambric Paste Print    ,Cambric,Off White,PKR 370 ,-,-,1 Piece,In stock,Unstitched,Woman,1,Printed,https://www.alkaramstudio.com/1-piece-cambric-paste-print-20980
1 Piece Cambric Self Print,1 Piece Cambric Self Print ,Cambric,Cream,PKR 370 ,-,-,1 Piece,In stock,Unstitched,Woman,1,Printed,https://www.alkaramstudio.com/1-piece-cambric-self-print-20979
1 Piece Embroidered Schiffli Fabric,        1 Piece Embroidered Schiffli Fabric    ,Schiffli,Off White,PKR 640 ,-,-,1 Piece,In stock,Unstitched,Woman,1,Embroidered,https://www.alkaramstudio.com/1-piece-embroidered-schiffli-fabric-21012
1 Piece Jacquard Fabric,        1 Piece Jacquard Fabric    ,Jacquard,Ash Grey,PKR 590 ,-,-,1 Piece,In stock,Unstitched,Woman,1,Printed,https://www.alkaramstudio.com/1-piece-jacquard-fabric-21002
1 Piece Jacquard Fabric,        1 Piece Jacquard Fabric    ,Jacquard,Cream,PKR 590 ,-,-,1 Piece,In stock,Unstitched,Woman,1,Printed,https://www.alkaramstudio.com/1-piece-jacquard-fabric-21000
1 Piece Cambric Shirt (Sold by Per Meter),        Printed Cambric Shirt|Sold By Rs. 380/- Per Meter    ,Cambric,Brown,PKR 380 ,-,-,1 Piece,In stock,Unstitched,Women,1,Printed,https://www.alkaramstudio.com/1-piece-cambric-shirt-20744
3 Piece Embroidered Suit with Chiffon Dupatta,        Printed Chiffon Dupatta| Printed Digital Chiffli Shirt 3.12 Meters| Dyed Cambric Trouser    ,Chiffli,Olive,PKR 5950 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-chiffon-dupatta-22637
3 Piece Embroidered Suit with Chiffon Dupatta,        Printed Chiffon Dupatta| Printed Digital Chiffli Shirt 3.12 Meters| Dyed Cambric Trouser    ,Chiffli,Orange,PKR 5950 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-chiffon-dupatta-22636
1 Piece Cambric Shirt,        Printed Cambric Shirt 3.12 Meters    ,Cambric,Purple,PKR 1350 ,-,-,1 Piece,In stock,Unstitched,Women,3.13,Printed,https://www.alkaramstudio.com/1-piece-cambric-shirt-20740
1 Piece Cambric Shirt,Printed Cambric Shirt 3.12 Meters ,Cambric,Black,PKR 1350 ,-,-,1 Piece,In stock,Unstitched,Women,3.13,Printed,https://www.alkaramstudio.com/1-piece-cambric-shirt-20739
1 Piece Embroidered Denim Shirt,Printed Denim Shirt 2.20 Meters| Sleeve Border Organza 1 Meter ,Denim,Blue,PKR 2250 ,-,-,1 Piece,In stock,Unstitched,Women,2.2,Embroidered,https://www.alkaramstudio.com/1-piece-embroidered-denim-shirt-21558
2 Piece Embroidered Suit with Cambric Trouser,Printed Cambric Shirt 3.12 meters| Embroidery On Shirt Daman| Dyed Cambric Trouser ,Cambric,Brown,PKR 2750 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-suit-with-cambric-trouser-20743
2 Piece Embroidered Suit with Cambric Trouser,        Printed Cambric Shirt 3.12 meters| Embroidery On Shirt Daman| Dyed Cambric Trouser    ,Cambric,Blue,PKR 2750 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-suit-with-cambric-trouser-20742
2 Piece Printed Suit with Cambric Trouser,        Printed Jacquard Lawn Shirt 3.12 meters| Dyed Cambric Trouser    ,Jacquard,Blue,PKR 2450 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-cambric-trouser-20828
2 Piece Printed Suit with Cambric Trouser,        Printed Jacquard Lawn Shirt 3.12 meters| Dyed Cambric Trouser    ,Jacquard,Blue,PKR 2450 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-cambric-trouser-20827
2 Piece Printed Suit with Cambric Trouser,Printed Jacquard Lawn Shirt 3.12 meters| Dyed Cambric Trouser ,Jacquard,Grey,PKR 2450 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-cambric-trouser-20826
2 Piece Embroidered Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Cambric Shirt 3.12 Meters| Sleeve Bunch Organza    ,Cambric,Red,PKR 2950 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-suit-with-lawn-dupatta-20725
2 Piece Printed Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Cambric Shirt 3.12 Meters    ,Cambric,Blue,PKR 2450 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-lawn-dupatta-20878
2 Piece Printed Suit with Lawn Dupatta,Printed Lawn Dupatta| Printed Cambric Shirt 3.12 Meters ,Cambric,Brown,PKR 2450 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-lawn-dupatta-20877
2 Piece Printed Suit with Lawn Dupatta,Printed Lawn Dupatta| Printed Cambric Shirt 3.12 Meters ,Cambric,Rust,PKR 2450 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-lawn-dupatta-20876
3 Piece Printed Suit with Cheveron Net Dupatta,        Cheveron Net Dupatta| Printed Cambric Shirt 3.12 Meters| Dyed Cambric Trouser    ,Cambric,Light Grey,PKR 3450 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-cheveron-net-dupatta-20654
3 Piece Printed Suit with Cheveron Net Dupatta,        Cheveron Net Dupatta| Printed Cambric Shirt 3.12 Meters| Printed Cambric Trouser    ,Cambric,Mustard,PKR 3450 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-cheveron-net-dupatta
3 Piece Printed Suit with Broshia Dupatta,        Printed Broshia Dupatta| Printed Broshia Shirt 3.12| Dyed Cambric Trouser    ,Broshia,Yellow,PKR 3450 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-broshia-dupatta-20691
3 Piece Printed Suit with Jacquard Net Dupatta,        Digital Printed Jacquard Net Dupatta| Digital Printed Dobby Cambric Shirt 3.12| Dyed Cambric Trouser    ,Dobby Cambric,Sea Green,PKR 3650 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-jacquard-net-dupatta-20665
3 Piece Embroidered Suit with Doria Dupatta,        Printed Doria Dupatta| Printed Doria Cambric Shirt 3.12 Meters| Bunch On Sleeve| Dyed Cambric Trouser    ,Cambric,Black,PKR 4250 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-doria-dupatta-20740
3 Piece Embroidered Suit with Doria Dupatta,        Printed Doria Dupatta| Printed Doria Cambric Shirt 3.12 Meters| Bunch On Sleeve| Dyed Cambric Trouser    ,Cambric,Beige,PKR 4250 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-doria-dupatta-20739
3 Piece Printed Suit with Doria Dupatta,        Printed Doria Dupatta| Printed Doria Cambric Shirt 3.12 Meters| Dyed Cambric Trouser    ,Cambric,Mint,PKR 3450 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-doria-dupatta-20672
3 Piece Printed Suit with Doria Dupatta,        Printed Doria Dupatta| Printed Doria Cambric Shirt 3.12 Meters| Dyed Cambric Trouser    ,Cambric,Black,PKR 3450 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-doria-dupatta-20671
3 Piece Embroidered Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Cambric Slub Shirt 3 Meters| Embroidery on Shirt Front| Dyed Cambric Trouser    ,Cambric,Green,PKR 3950 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-lawn-dupatta-20829
3 Piece Embroidered Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Cambric Slub Shirt 3 Meters| Embroidery on Shirt Front| Dyed Cambric Trouser    ,Cambric,Blue,PKR 3950 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-lawn-dupatta-20828
3 Piece Printed Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Cambric Slub Shirt 3 Meters| Printed Cambric Trouser    ,Cambric,Purple,PKR 2950 ,-,-,3 Piece,In stock,Unstitched,Women,8,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-lawn-dupatta-21157
3 Piece Printed Suit Jacquard Net Dupatta,        Printed Jacquard Net Dupatta| Printed Cambric Shirt 3 Meters| Dyed Cambric Trouser    ,Cambric,Red,PKR 3250 ,-,-,3 Piece,In stock,Unstitched,Women,8,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-jacquard-net-dupatta-20625
3 Piece Printed Suit Jacquard Net Dupatta,        Printed Jacquard Net Dupatta| Printed Cambric Shirt 3 Meters| Dyed Cambric Trouser    ,Cambric,Blue,PKR 3250 ,-,-,3 Piece,In stock,Unstitched,Women,8,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-jacquard-net-dupatta
3 Piece Embroidered Suit with Doria Dupatta,        Printed Doria Dupatta| Printed Doria Cambric Shirt 3 Meters| Embroidery On Neck & Sleeves| Dyed Cambric Trouser    ,Cambric,Yellow,PKR 3950 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-doria-dupatta-20738
3 Piece Embroidered Suit with Doria Dupatta,        Printed Doria Dupatta| Printed Doria Cambric Shirt 3 Meters| Embroidery On Neck & Sleeves| Dyed Cambric Trouser    ,Cambric,Blue,PKR 3950 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-doria-dupatta-20737
3 Piece Embroidered Suit with Doria Dupatta,Printed Doria Dupatta| Printed Doria Cambric Shirt 3 Meters| Embroidery On Shirt Daman| Dyed Cambric Trouser ,Cambric,Beige,PKR 3950 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-doria-dupatta-20735
3 Piece Printed Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Cambric Shirt 3 Meters| Dyed Cambric Trouser    ,Cambric,Cream,PKR 2950 ,-,-,3 Piece,In stock,Unstitched,Women,8,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-lawn-dupatta-21155
3 Piece Embroidered Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Cambric Shirt 3 Meters| Embroidery On Shirt Daman| Dyed Cambric Trouser    ,Cambric,Purple,PKR 3750 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-lawn-dupatta-20825
3 Piece Embroidered Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Cambric Shirt 3 Meters| Embroidery On Shirt Daman| Dyed Cambric Trouser    ,Cambric,Red,PKR 3750 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-lawn-dupatta-20824
3 Piece Embroidered Suit with Broshia Dupatta,        Printed Broshia Dupatta| Printed Slub Cambric Shirt 3 Metes| Sleeves Bunch Organza| Dyed Cambric Trouser    ,Cambric,Grey,PKR 3950 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-broshia-dupatta-20687
3 Piece Embroidered Suit with Broshia Dupatta,        Printed Broshia Dupatta| Printed Slub Cambric Shirt 3 Metes| Sleeves Bunch Organza| Dyed Cambric Trouser    ,Cambric,Blue,PKR 3950 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-broshia-dupatta-20686
1 Piece MAK Printed,        Printed Cotton Satin Shirt 3 Meters    ,Cotton Satin,Blue,PKR 1350 ,-,-,1 Piece,In stock,Unstitched,MAK,3,Printed,https://www.alkaramstudio.com/1-piece-mak-printed-21663
1 Piece MAK Printed,        Printed Cotton Satin Shirt 3 Meters    ,Cotton Satin,Orange,PKR 1350 ,-,-,1 Piece,In stock,Unstitched,MAK,3,Printed,https://www.alkaramstudio.com/1-piece-mak-printed-21662
1 Piece MAK Printed,Printed Cotton Satin Shirt 3 Meters ,Cotton Satin,Blue,PKR 1350 ,-,-,1 Piece,In stock,Unstitched,MAK,3,Printed,https://www.alkaramstudio.com/1-piece-mak-printed-21661
1 Piece MAK Printed,Printed Cotton Satin Shirt 3 Meters ,Cotton Satin,Sea Green,PKR 1350 ,-,-,1 Piece,In stock,Unstitched,MAK,3,Printed,https://www.alkaramstudio.com/1-piece-mak-printed-21660
2 Piece MAK Printed,        Printed Cambric Shirt 3.12 Meters| Dyed Cambric Trouser    ,Cambric,Beige,PKR 2250 ,-,-,2 Piece,In stock,Unstitched,MAK,5.63,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21844
2 Piece MAK Printed,        Printed Cambric Shirt 3.12 Meters| Dyed Cambric Trouser    ,Cambric,Blue,PKR 2250 ,-,-,2 Piece,In stock,Unstitched,MAK,5.63,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21843
2 Piece MAK Printed,        Printed Cambric Shirt 3.12 Meters| Dyed Cambric Trouser    ,Cambric,Orange,PKR 2250 ,-,-,2 Piece,In stock,Unstitched,MAK,5.63,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21842
2 Piece MAK Printed,Printed Cambric Shirt 3.12 Meters| Dyed Cambric Trouser ,Cambric,Multi,PKR 2250 ,-,-,2 Piece,In stock,Unstitched,MAK,5.63,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21841
2 Piece MAK Embroidered,Printed Cotton Viscose Digital Stole| Yarn Dyed Embroidered Shirt 3 Meters ,Yarn Dyed,Yellow,PKR 2450 ,-,-,2 Piece,In stock,Unstitched,MAK,3.92,Embroidered,https://www.alkaramstudio.com/2-piece-mak-embroidered-21596
1 Piece MAK Printed,        Printed Dobby Shirt 3 Meters    ,Dobby,Turquoise,PKR 1350 ,-,-,1 Piece,In stock,Unstitched,MAK,3,Printed,https://www.alkaramstudio.com/1-piece-mak-printed-21659
1 Piece MAK Printed,        Printed Dobby Shirt 3 Meters    ,Dobby,Blue,PKR 1350 ,-,-,1 Piece,In stock,Unstitched,MAK,3,Printed,https://www.alkaramstudio.com/1-piece-mak-printed-21658
2 Piece MAK Printed,        Printed Viscose Stole| Printed Cotton Satin Shirt 3.12 Meters    ,Cotton Satin,Green,PKR 2150 ,-,-,2 Piece,In stock,Unstitched,MAK,4.05,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21840
2 Piece MAK Printed,        Printed Viscose Stole| Printed Cotton Satin Shirt 3.12 Meters    ,Cotton Satin,Blue,PKR 2150 ,-,-,2 Piece,In stock,Unstitched,MAK,4.05,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21838
2 Piece MAK Printed,        Printed Viscose Stole| Printed Cotton Satin Shirt 3.12 Meters    ,Cotton Satin,Green,PKR 2150 ,-,-,2 Piece,In stock,Unstitched,MAK,4.05,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21837
2 Piece MAK Printed,Printed Ribbed Shirt 3.12 Meters| Printed Cambric Trouser ,Dobby,Pink,PKR 2250 ,-,-,2 Piece,In stock,Unstitched,MAK,5.63,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21836
2 Piece MAK Printed,        Printed Ribbed Shirt 3.12 Meters| Dyed Cambric Trouser    ,Dobby,Pink,PKR 2250 ,-,-,2 Piece,In stock,Unstitched,MAK,5.63,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21835
2 Piece MAK Printed,        Printed Ribbed Shirt 3.12 Meters| Dyed Cambric Trouser    ,Dobby,Beige,PKR 2250 ,-,-,2 Piece,In stock,Unstitched,MAK,5.63,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21834
3 Piece Embroidered Suit with Chiffon Dupatta,Printed Chiffon Digital Dupatta| Yarn Dyed Shirt 3 meters| Embroidered Shirt Front | Dyed Cambric Trouser ,Yarn Dyed,Blue,PKR 4750 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-chiffon-dupatta-22632
3 Piece Printed Suit with Jacquard Net Dupatta,        Printed Jacquard Net Digital Dupatta| Printed Lawn Digital Shirt 3.12 meters| Dyed Cambric Trouser    ,Lawn,Sea Green,PKR 3500 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-jacquard-net-dupatta-20663
3 Piece Printed Suit with Jacquard Net Dupatta,        Printed Jacquard Net Digital Dupatta| Printed Doria Digital Shirt 3.12 meters| Dyed Cambric Trouser    ,Doria Lawn,Orange,PKR 3500 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-jacquard-net-dupatta
3 Piece Embroidered Suit with Jacquard Net Dupatta,        Printed Jacquard Net Digital Dupatta| Printed Doria Digital Shirt 3.12 meters|  Border and lace on Organza 30 inch both | Dyed Cambric Trouser    ,Doria Lawn,Turquoise,PKR 4000 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-jacquard-net-dupatta-20647
3 Piece Embroidered Suit with Printed Silk Dupatta,        Printed Silk Digital Dupatta| Printed slub Lawn Digital shirt 3.12 meters|  Border on Organza 30 inch| Dyed Cambric Trouser    ,Lawn,Cream,PKR 5000 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-printed-silk-dupatta
3 Piece Printed Suit with Broshia Digital Dupatta,        Printed Broshia Digital Dupatta| Printed Broshia Digital Shirt 3.12 meters| Dyed Cambric Trouser    ,Broshia,Brown,PKR 3500 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-broshia-digital-dupatta-20435
3 Piece Printed Suit with Broshia Digital Dupatta,        Printed Broshia Digital Dupatta| Printed Broshia Digital Shirt 3.12 meters| Dyed Cambric Trouser    ,Broshia,Turquoise,PKR 3500 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-broshia-digital-dupatta
3 Piece Embroidered Suit with Cotton Net Dupatta,        Printed Cotton Net Lawn Dupatta| Printed Jacquard Shirt 3.12 meters|  Embroidered bunch on organza & 1 meters lace on organza| Dyed Cambric Trouser    ,Jacquard,Purple,PKR 4000 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-cotton-net-dupatta
