,Name,Detail,Main-Description,Sub-Description,Old-Price,New-Price,Color,Fabric,All Sizes,Extra Detail
759,Tropicana Beige,"Printed Front, Printed Back, Full Sleeves, Round Neckline",Straight Kurta with Side Tassels,This zesty khaddar kurta features side tassel detailing and an oriental pattern in shades of blue.,"Rs.2,790.00","Rs.1,813.50",Mustard,Khaddar,"XS,S,M,L,XL",
760,Astonished Look,"Embroidered Front, Embroidered Back, Full Sleeves, Lapel Neckline",Short Jacket,An ethnic-inspired short jacket in moody tones with a stylish emerald green lapel.,"Rs.4,490.00","Rs.2,918.50",Black,Khaddar,"XS,S,M,L,XL",
761,White Glimmer,"Embroidered Front, Plain Back, Full Sleeves with Embroidered Patti, Y Neckline",Straight Kurta,A surplice-style kurta in pale ballerina pink with elegant embroidery,"Rs.7,990.00","Rs.5,193.50",White,Box Organza,"XS,S,M,L,XL",
762,Multiline,"Printed Front, Printed Back, Full Sleeves, Y Neckline",Straight Kurta,A longline Y neck crepe kurta with a vibrant botanical pattern on a slate blue base.,"Rs.2,790.00","Rs.1,813.50",Blue,Crepe,"XXS,XS,S,M,L,XL",
763,Pink Maze,"Plain Front, Plain Back, Full Sleeves, Band Neck with Slit",Straight Kurta,This salmon pink tunic is trimmed with black and has a split band collar.,"Rs.5,990.00","Rs.2,995.00",Pink,Bember Grip,"XXS,XS,S,M,L,XL",
764,Night Lights Black,"Printed Front with Embellishment, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This embellished piece provides the perfect black backdrop to lift up vintage floral details.,"Rs.6,990.00","Rs.4,543.50",Black,Bember Grip,"XS,S,M,L,XL",
765,Black Circus,"Embroidered Front, Printed back with Embroidered Hem, Full Sleeves with Embroidered Patti, Round Neckline with Slit",2-Piece Straight Shirt with Dupatta,"Embroidery on the front and borders bedeck this bold black and crimson twill kurta, which comes with a matching shawl.","Rs.7,990.00","Rs.5,193.50",Red And Black,Twill,"XXS,XS,S,M,L,XL",Printed Shawl Color: Red And Black
766,Traditional Glimmer,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Round Neckline",2-Piece Straight Shirt with Trouser,"A rosy pink embroidered kurta with a round neck and relaxed fit, paired with raw silk cigarette pants.","Rs.8,990.00","Rs.5,843.50",Pink,Masori Cotton Sheen,"XS,S,M,L,XL",Cigarette Pants Color: Pink Fabric: Blended Raw Silk
767,Daily A,,Boot Cut Pants,Black boot cut trousers in raw silk with graphic contrasting piping.,"Rs.2,490.00","Rs.1,245.00",Black,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
768,Miso 2-A,,Straight Pants,Raw silk trousers in a jet black with a straight leg.,"Rs.2,490.00","Rs.1,245.00",Black,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
769,Blue Scenery,,Straight Pants,A graphic line print in a darker grey tone adorns these grey-blue cotton trousers.,"Rs.1,690.00","Rs.1,098.50",Blue,Dobby,"XXS,XS,S,M,L,XL",
770,Boho Tribal,,Culottes,These bohemian printed cotton trousers are airy and chic.,"Rs.1,690.00","Rs.1,098.50",Blue,Dobby,"XXS,XS,S,M,L,XL",
771,Creaming Light,,Cigarette Pants,Elegant cream-hued trousers with a straight leg and a panel of embroidery along the hem.,"Rs.2,490.00","Rs.1,618.50",White,Khaddar,"XXS,XS,S,M,L,XL",
772,Dutch Iris,,Straight Pants,These off-white cotton trousers have a contrasting side stripe and a straight leg.,"Rs.1,690.00","Rs.1,098.50",Off-White,Dobby,"XXS,XS,S,M,L,XL",
773,Gold Charisma,,Boot Cut Pants,These elegant cream jacquard trousers boast a boot cut and detailing parallel to the hem.,"Rs.2,490.00","Rs.1,618.50",Off-White,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
774,Mustard Pop,,Cigarette Pants,These jet black cigarette trousers create a perfect background for ochre embroidery.,"Rs.2,490.00","Rs.1,618.50",Black,Khaddar,"XXS,XS,S,M,L,XL",
775,Whitish Mania,,Cigarette Pants,Embroidered white cigarette pants in lush khaddar fabric.,"Rs.2,490.00","Rs.1,618.50",White,Khaddar,"XXS,XS,S,M,L,XL",
776,White Peacocks,,Boot Cut Pants,White boot-cut trousers in khaddar are a flattering addition to any wardrobe.,"Rs.2,490.00","Rs.1,618.50",White,Khaddar,"XXS,XS,S,M,L,XL",
777,Silky Elegance - Off White,,Boot Cut Pants,Raw silk boot cut trousers in a soft off-white hue with added details along the hem.,"Rs.2,490.00","Rs.1,618.50",Off-White,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
778,Silky Elegance - Beige,,Boot Cut Pants,Versatile beige raw silk trousers with a trendy boot cut.,"Rs.2,490.00","Rs.1,618.50",Beige,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
779,Moon Glory - White,,Boot Cut Pants,White cambric trousers in a flattering boot cut.,"Rs.1,450.00",Rs.942.50,White,Cambric,"XXS,XS,S,M,L,XL",
780,Ming - White,,Cigarette Pants,Snow white cigarette pants in a luxe raw silk fabric.,"Rs.2,490.00","Rs.1,618.50",White,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
781,Ming - Black,,Cigarette Pants,Onyx black silk makes for luxuriant cigarette pants.,"Rs.2,490.00","Rs.1,618.50",Black,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
782,Almond - White,,Cigarette Pants,Cigarette pants in an elegant white raw silk.,"Rs.2,490.00","Rs.1,618.50",White,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
783,Floric Geometry,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidery, Boat Neck with Split",Straight High Low Shirt,"An ivory khaddar piece sporting a split boat neck, tangerine edging, and refreshing floral motifs.","Rs.3,990.00","Rs.1,995.00",Green,Khaddar,"XXS,XS,S,M,L,XL",
784,Multimedia Maze,"Printed Front, Printed Back, Full Sleeves, Boat Neckline with Slit",2-Piece Straight Shirt with Trouser,This edgy patterned linen kurta comes with simple black cambric trousers to keep all eyes on its statement print.,"Rs.3,990.00","Rs.1,995.00",Multi,Lilen,"XS,S,M,L,XL",Straight Pants Color: Multi Fabric: Cambric
785,Winter Heritage,"Printed & Embroidered Front, Printed Back, Full Sleeves, Band Neck with Slit",Straight Shirt,This tribal print steel grey khaddar creation features crimson detailing.,"Rs.3,990.00","Rs.2,593.50",Grey,Khaddar,"XXS,XS,S,M,L,XL",
786,Misty Noir,"Embroidered Front, Plain Back, Full Sleeves, Band Neck with Split",Straight Shirt,"A cotton karandi kurta in the palest shade of grey, with an abstract black print reminiscent of dandelions.","Rs.3,990.00","Rs.2,593.50",Light Grey,Cotton Karandi,"XXS,XS,S,M,L,XL",
787,Zirconia Love,,Straight Pants,Basic black trousers gets an update with green trails printed along them.,"Rs.1,790.00",Rs.895.00,Black & Green,Cambric,"XXS,XS,S,M,L,XL",
788,Oia Stroll,,Cigarette Pants,These white cambric cigarette pants get an upgrade with an ornate floral border.,"Rs.1,790.00","Rs.1,163.50",White,Cambric,"XXS,XS,S,M,L,XL",
789,White Surface,,Cigarette Pants,These white cambric cigarette pants have an athleisure feel with their black side-stripe.,"Rs.1,690.00",Rs.845.00,White,Slub Cambric,"XXS,XS,S,M,L,XL",
790,Pleats Please,,Boot Cut Pants,Stylish cotton trousers with a flared boot cut in a cool ivory hue.,"Rs.1,690.00",Rs.845.00,Off White,Slub Cambric,"XXS,XS,S,M,L,XL",
791,Iznik Love,,Boot Cut Pants,These black cambric trousers sport a boot cut and lacy white contrasting details.,"Rs.2,490.00","Rs.1,618.50",Black,Cambric,"XXS,XS,S,M,L,XL",
792,Galactic,,Boot Cut Pants,These soft cambric trousers come in an indigo hue.,"Rs.1,490.00",Rs.745.00,Navy,Slub Cambric,"XXS,XS,S,M,L,XL",
793,Buttoned Up,,Straight Pants,These straight trousers in navy blue get added style points for button-up hems.,"Rs.1,690.00","Rs.1,098.50",Navy,Slub Cambric,"XXS,XS,S,M,L,XL",
794,Dove Black,,Boot Cut Pants,"These cambric trousers in black boast a chic white stripe down the side, accentuating their boot cut.","Rs.1,690.00",Rs.845.00,Black,Slub Cambric,"XXS,XS,S,M,L,XL",
795,Green Cherry,"Printed & Embroidered Front, Printed Back, Full Sleeves, Ban Neckline with Slit",3-Piece Straight Shirt with Trouser & Dupatta,"This three piece floral inspired look features both embroidered and printed accents, and comprises of a dobby shirt, slub cambric trouser and viscose chiffon dupatta.","Rs.6,990.00","Rs.3,495.00",Green,Dobby,"XXS,XS,S,M,L,XL",
796,Fusion lines,"Printed & Embroidered Front, Printed Back, Full Sleeves, Boat Neck with Side Slit",3-Piece Straight Shirt with Trouser & Dupatta,"This three piece floral inspired look features both embroidered and printed accents, and comprises of a textured cotton shirt, slub cambric trouser and viscose chiffon dupatta.","Rs.6,990.00","Rs.4,543.50",Light Blue,Textured Cotton,"XXS,XS,S,M,L,XL",
797,Exotic Sangria,"Embroidered Front, Plain back with Embroidered Hem, Full Sleeves with Embroidery, Y Neckline",Straight Kurta,This crushed pink look comprises of a Y-front kurta made from extra weft jacquard featuring embroidered details.,"Rs.5,990.00","Rs.2,995.00",Pink,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
798,Dream Flower,"Printed front with Embellishment, Printed Back, Full Sleeves, Y Neckline",Straight Kurta with Front Slit,This minty fresh blended grip kurta features a delightful print and embellished details.,"Rs.5,490.00","Rs.3,568.50",Mint,Blended Grip,"XS,S,M,L,XL",
799,Mustard Glory,"Embroidered Front, Plain Back, Full Sleeves, Ban Neckline with Slit",Straight Kurta,This mustard box organza kurta features embroidered details and a band neckline.,"Rs.7,990.00","Rs.5,193.50",Mustard,Box Organza,"XXS,XS,S,M,L,XL",
800,Amethyst,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Round Neckline with Split",Straight Kurta,This elegant mint kurta features embroidered details and is crafted from extra weft jacquard.,"Rs.5,990.00","Rs.3,893.50",Mint,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
801,Iris - Blue,"Printed & Embroidered Front, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This black twill shirt comprises of a printed and embroidered style and features a round slit.,"Rs.3,990.00","Rs.2,593.50",Black,Twill,"XXS,XS,S,M,L,XL",
802,Rouge Red,"Plain Front, Plain Back, Three Quarter Sleeves, Boat Neck with Slit",Straight Shirt,This kimono inspired red look is made from yarn dyed jacquard linen.,"Rs.2,790.00","Rs.1,395.00",Red,Yarn Dyed Lilen Jacquard,"XXS,XS,S,M,L,XL",
803,Rangrez B,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidery, Boat Neck with Slit",Straight Kurta,"A delicate lemon yellow kurta with classic mirror work inspired embroidery, crafted from khaddar fabric.","Rs.4,990.00","Rs.2,495.00",Yellow,Khaddar,"XXS,XS,S,M,L,XL",
804,Pheran,"Embroidered Front, Plain Back, Three Quarter Sleeves, Round Neckline with Slit",A Line Kurta,This A-line kurta comes in a pristine white colour and is crafted from khaddar fabric.,"Rs.4,490.00","Rs.2,245.00",White,Khaddar,"XXS,XS,S,M,L,XL",
805,Sienna white,,Culottes,These white culottes are crafted from premium dobby fabric.,"Rs.2,490.00","Rs.1,245.00",White,Dobby,"XXS,XS,S,M,L,XL",
806,White Dust,,Culottes,These gorgeous embroidered white culottes are made from blended raw silk fabric.,"Rs.3,490.00","Rs.2,268.50",White,Blended Raw Silk,"XXS,XS,S,M,L,XL",
807,Shinning Shrines,,Boot Cut Pants,These cream coloured boot cut pants are crafted from blended raw silk.,"Rs.2,990.00","Rs.1,943.50",Cream,Blended Raw Silk,"XXS,XS,S,M,L,XL",
808,Nigella White,,Straight Pants,These straight white trousers are crafted from blended raw silk.,"Rs.3,490.00","Rs.1,745.00",White,Blended Raw Silk,"XXS,XS,S,M,L,XL",
809,Ladder Up Black,,Cigarette Pants,These black dobby cigarette pants feature delicate threadwork details.,"Rs.1,990.00","Rs.1,293.50",Black,Dobby,"XXS,XS,S,M,L,XL",
810,Golden Strike,,Boot Cut Pants,These blended raw silk boot cut pants come with lovely embroidered details.,"Rs.2,990.00","Rs.1,495.00",Black,Blended Raw Silk,"XXS,XS,S,M,L,XL",
811,Glittering Lemon,,Boot Cut Pants,These cream coloured boot cut pants are crafted from blended raw silk.,"Rs.4,490.00","Rs.2,918.50",Cream,Blended Raw Silk,"XXS,XS,S,M,L,XL",
812,Black Chrome,,Cigarette Pants,Embroidered motifs lend these black dobby cigarette pants and elegant touch.,"Rs.2,490.00","Rs.1,245.00",Black,Dobby,"XXS,XS,S,M,L,XL",
813,Aster Beige,,Boot Cut Pants,These embroidered beige boot cut pants are crafted from dobby fabric.,"Rs.2,790.00","Rs.1,395.00",Beige,Dobby,"XXS,XS,S,M,L,XL",
814,Check Plaid,,Culottes,These checkered culottes are crafted from yarn dyed fabric.,"Rs.1,990.00",Rs.995.00,Multi Color,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
815,Check Random,,Cigarette Pants,These multi coloured chequered cotton pants come in yarn dyed fabric and a cigarette cut.,"Rs.1,990.00",Rs.995.00,Multi,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
816,White dots in black,,Boot Cut Pants,These black boot cut trousers are crafted from yarn dyed fabric.,"Rs.2,490.00","Rs.1,245.00",Black,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
817,Fiery Fantasy,"Printed Front, Printed Back, Full Sleeves, Boat Neck with Back Slit",Straight Kurta,This black khaddar kurta features a heavy floral all over print.,"Rs.2,790.00","Rs.1,813.50",Black,Khaddar,"XXS,XS,S,M,L,XL",
818,Ice Glazed,"Embroidered Front, Plain Back with Embroidered hem, Full Sleeves with Embroidery, Band Neckline",Front Open Shirt,"This icy blue open front coat is decked in crystalline embroidery, with a sumptuous chemise to match.","Rs.7,990.00","Rs.5,193.50",Light Blue,Box Organza,"XXS,XS,S,M,L,XL",
819,Shine and Glim,"Printed front with Embellishment, Printed Back, Full Sleeves, Round Neckline with Split",Straight Kurta,This aubergine purple blended satin silk shirt features elegant embellishments and a classic round neck.,"Rs.4,990.00","Rs.3,243.50",Purple,Blended Satin Silk,"XXS,XS,S,M,L,XL",
820,Sand Bark,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Ban Neckline with Slit",Straight Kurta,Diamond motifs add a dramatic touch to this gold toned fancy jacquard kurta.,"Rs.5,990.00","Rs.2,995.00",Gold,Fancy Jacquard Fabric,"XXS,XS,S,M,L,XL",
821,Lavish Black,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Ban Neckline",Straight Kurta,This minimalist black cotton kurta is crafted from leno kara cotton.,"Rs.4,490.00","Rs.2,918.50",Black,Leno Kara - Cotton,"XXS,XS,S,M,L,XL",
822,Jewel Garden,"Printed front with Embellishment, Printed Back, Full Sleeves, Round Neckline with Split",Drop Shoulder Kurta,"Inspired by royal jewels, this regal kurta features a round neckline, dropped shoulders and embellished details in blended silk satin.","Rs.4,490.00","Rs.2,245.00",Black,Blended Satin Silk,"XXS,XS,S,M,L,XL",
823,Gardens at Dusk,"Printed front with Embellishment, Printed Back, Full Sleeves, Boat Neck with Slit",Straight Kurta with Front Slit,This bember grip tunic features embellishments and a boat neck with slit.,"Rs.7,990.00","Rs.5,193.50",Blue,Bember Grip,"XXS,XS,S,M,L,XL",
824,Crystalline Hues,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Y Neckline",Straight Kurta,This great extra weft jacquard shirt features an embroidered hem and neckline.,"Rs.5,990.00","Rs.2,995.00",Grey,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
825,Carnelian,"Embroidered Front, Plain back with Embroidered Hem, Full Sleeves with Embroidery, Round Neckline with Slit",Straight Kurta,This georgette chiffon kurta comes in a tea pink colour and features lovely embroidered details.,"Rs.14,990.00","Rs.7,495.00",Tea Pink,Georgette Chiffon,"XXS,XS,S,M,L,XL",
826,Retro Flower,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidery, Band Neckline",Straight Kurta,"This white kurta features a minimalist floral detail and embroidered accents, and is crafted from thick lined dobby.","Rs.3,490.00","Rs.2,268.50",White,Lined Thick Dobby,"XXS,XS,S,M,L,XL",
827,Fandango,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Band Neckline",Straight Kurta,"This sumptuous silk cotton net shirt comes in a lovely combination of beige and gold, along with colourful accents.","Rs.6,990.00","Rs.3,495.00",Beige And Gold,Silk Cotton Net,"XXS,XS,S,M,L,XL",
828,Papaya Whip,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline with Slit",Straight Kurta,This soft off-white toned bember georgette chiffon formal kurta features elegant embroidered details.,"Rs.6,990.00","Rs.4,543.50",Off-white,Bember Georgette Chiffon,"XXS,XS,S,M,L,XL",
829,Botanical Beige,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidered Patti, Band Neckline with Slit",Straight Kurta,This deep beige coloured long kurta is crafted from a lovely embroidered silk cotton kurta.,"Rs.5,990.00","Rs.3,893.50",Beige,Silk Cotton Net,"XXS,XS,S,M,L,XL",
830,Orchid Garden,"Embroidered Front, Plain Back with Embroidered Hem, Full Sleeves with Embroidery, Y Neckline",Straight Kurta,This black and white poly organza kurta features scalloped details along the neckline.,"Rs.6,990.00","Rs.4,543.50",Black & White,Poly Organza,"XXS,XS,S,M,L,XL",
831,Graphite Stone C,"Embroidered Front, Plain Back, Full Sleeves, Y Neckline",Straight Kurta,This demure grey raw silk semi formal look features delicate and traditional embroidered details.,"Rs.6,990.00","Rs.4,543.50",Grey,Raw Silk,"XXS,XS,S,M,L,XL",
832,Glamming Line,"Embroidered Front, Plain Back with Embroidered Hem, Full Sleeves with Embroidery, Round Neckline",Straight Kurta,This lemon coloured extra weft jacquard kurta features traditional thread work details along the front.,"Rs.6,990.00","Rs.3,495.00",Lemon,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
833,Tropical Polka,"Printed Front, Printed Back, Full Sleeves, Boat Neckline",Straight Kurta,Royal purple and vintage inspired botanicals come together to create this graphic khaddar kurta.,"Rs.2,990.00","Rs.1,495.00",Purple,Khaddar,"XXS,XS,S,M,L,XL",
834,Stipula,"Printed Front, Printed Back, Full Sleeves, Round Neck with Slit",Straight Kurta,"Inspired by Tuscan sunsets the orchards of Italy, this divine mustard linen kurta is one for the books.","Rs.2,790.00","Rs.1,395.00",Mustard,Plain Lilen,"XXS,XS,S,M,L,XL",
835,Wavy Blue- Trouser,,Cigarette Pants,These black cigarette pants are crafted from khaddar fabric and feature an embroidered stripe running down the side.,"Rs.1,990.00","Rs.1,293.50",Black,Khaddar,"XS,S,M,L,XL",
836,Brut,"Printed Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta,This dynamic black twill kurta features elegant floral details.,"Rs.3,190.00","Rs.1,595.00",Black,Twill,"XXS,XS,S,M,L,XL",
837,Admiral,"Plain Front with Lace on Hem, Plain Back with Lace on Hem, Full Sleeves, Round Neck with Split",Butterfly Styled Kurta,"Made from self-jacquard, this deep blue kurta features a butterfly cut and lace hemming.","Rs.3,190.00","Rs.1,595.00",Blue,Self Jacquard,"XXS,XS,S,M,L,XL",
838,Classic Royale,"Printed & Embroidered Front, Printed Back, Full Sleeves, Round Neck with Slit",Straight Kurta with Dupatta,A swirling pattern in dramatic fall tones makes this crepe weaved kurta an ideal transition weather piece.,"Rs.4,990.00","Rs.3,243.50",Blue,Crepe Weaved,"XXS,XS,S,M,L,XL",Textured Voil Dupatta Color: Blue
839,Subdued Bliss,"Printed & Embroidered Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta with Dupatta,This cheerful and bright printed plain linen kurta comes with a matching floral micro modal kurta.,"Rs.5,990.00","Rs.2,995.00",Multi,Plain Lilen,"XXS,XS,S,M,L,XL",Micro Modal Dupatta Color: Multi
840,Admiral White,"Embroidered Front, Plain back, Full Sleeves, Round Neck with Slit",Straight Kurta,"Inspired by indigenous blue pottery, this porcelain white kurta features embroidered blue accents.","Rs.6,990.00","Rs.3,495.00",White,Khaddar,"XXS,XS,S,M,L,XL",
841,Yellow Heritage,"Extra weft Jacquard Front, Extra Weft Jacquard Back, Full Sleeves, Y Neckline",Straight Kurta,This dreamy yellow Y-front kurta features an all-over embossed pattern along the front and back.,"Rs.3,990.00","Rs.2,593.50",Yellow,Cambric,"XXS,XS,S,M,L,XL",
842,Schiffli Sparkle,,Shalwar,This white dobby shalwar features elegant embroidered details.,"Rs.2,490.00","Rs.1,618.50",White,Dobby,"XXS,XS,S,M,L,XL",
843,Rusted Pop,,Culottes,These beige khaddar culottes feature light embroidered details.,"Rs.2,490.00","Rs.1,245.00",Beige,Khaddar,"XXS,XS,S,M,L,XL",
844,Nets and Swirls,,Culottes,These white dobby culottes feature delicate embroidered details.,"Rs.2,990.00","Rs.1,495.00",White,Dobby,"XXS,XS,S,M,L,XL",
845,Ladder Pitch,,Culottes,These black khaddar culottes are a must have for the weather.,"Rs.1,690.00","Rs.1,098.50",Black,Khaddar,"XXS,XS,S,M,L,XL",
846,Festive Mania,,Cigarette Pants,These white cigarette pants are crafted from cotton satin and feature embroidered details.,"Rs.2,990.00","Rs.1,495.00",White,Cotton Satin,"XXS,XS,S,M,L,XL",
847,Black Elegance,,Culottes,These glamorous black culottes feature dazzling embroidered details on a raw silk surface.,"Rs.3,990.00","Rs.1,995.00",Black,Raw Silk,"XXS,XS,S,M,L,XL",
848,Floral Tribute,"Embroidered Front, Embroidered Back, Full Sleeves, Round Neck with Slit",Straight Kurta,This lush watermelon delight comprises of a worked self jacquard kurta paired with floral accents.,"Rs.8,490.00","Rs.4,245.00",Peach,Self Jacquard,"XXS,XS,S,M,L,XL",
849,Magnolia Lace,"Printed Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta,"A vivid botanical display adorns this micro modal kurta,","Rs.2,790.00","Rs.1,395.00",Green,Micro Modal,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
850,Navy Binge,"Printed Front with Embellished Neckline, Printed Back, Full Sleeves, Ban Neckline",Front Open Shirt,This bember grip piece features a printed design and embellished neckline styled in a front-open shirt.,"Rs.7,990.00","Rs.3,995.00",Navy,Bember Grip,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
851,Peach Lace leaf,"Printed Front with Embellished Neckline, Printed Back, Full Sleeves, Boat Neck",Straight Kurta,"Crafted from a breezy shamoz silk, this peach printed kurta sports an embellished neckline and has an excellent drape.","Rs.8,990.00","Rs.4,495.00",Peach,Pure Silk Shamooz,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 4 Inches, 162.5 cm Model Wears: XS"
852,Green Mountain,"Printed & Embroidered Front, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This gorgeous green textured cotton kurta features whimsical floral and embroidered details.,"Rs.3,490.00","Rs.1,745.00",Green,Textured Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
853,Aquamarine stone,"Embroidered Front, Plain Back, Full Sleeves, Boat Neck with Slit",Straight Kurta,A sprawling embroidered motif gives this aqua blended karandi kurta a delicate appeal.,"Rs.7,990.00","Rs.3,995.00",Aqua,Blended Karandi,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 4 Inches, 162.5 cm Model Wears: XS"
854,Pink Peony A,"Embroidered Front, Plain Back, Full Sleeves, Ban Neck with Placket",Straight Kurta,This unique raw silk look features a dash of sheer accents and a whole lot of embroidered detailing.,"Rs.6,990.00","Rs.3,495.00",Pink,Raw Silk,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 8 Inches, 172.7 cm Model Wears: XS"
855,Ocean Jewel,"Embroidered Front, Plain Back, Full Sleeves, Y Neckline",3-Piece Straight Kurta with Touser & Dupatta,"This solid oceanic masterpiece features an embroidered khaadi net shirt, raw silk culottes and a blended karandi dupatta.","Rs.14,990.00","Rs.7,495.00",Cadet Blue,Khaddi Net,"XXS,XS,S,M,L,XL",
856,Daffodils - Trouser,,Boot Cut Pants,These raw silk boot cut trousers feature a bold jewel toned pattern.,"Rs.3,490.00","Rs.1,745.00",Off-White,Raw Silk,"XXS,XS,S,M,L,XL",
857,Glittering Oasis - Trouser,,Boot Cut Pants,These beige cotton satin trousers come in a fun boot cut and feature an athletic stripe.,"Rs.2,490.00","Rs.1,245.00",Beige,Cotton Satin,"XXS,XS,S,M,L,XL",
858,Aquamarine Blue,"Embroidered Front, Plain Back, Full Sleeves, Ban Neckline",Straight Kurta,White sea-shell coloured embroidered details and decorative accents adorn this gorgeous light blue jacquard cotton shirt.,"Rs.4,990.00","Rs.2,495.00",Light Blue,Extra Weft Jacquard Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: Xs"
859,Pastel Garden Bloom,"Embroidered Front, Plain Back, Full Sleeves, Ban Neck with Buttons",Straight Kurta,This pale peach kurta is crafted from jacquard cotton and features a heavily worked front.,"Rs.5,490.00","Rs.2,745.00",Peach,Extra Weft Jacquard Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
860,Traditional Green,"Embroidered Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta,This blended grip silk comes in a demure pale green colour and features embroidered pink blossoms.,"Rs.7,990.00","Rs.3,995.00",Light Olive Green,Blended Grip Silk,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
861,Glooming Green-Trouser,,Culottes,These light blue culottes feature linear embroidered details.,"Rs.2,790.00","Rs.1,395.00",Light Blue,Cotton,"XS,S,M,L,XL,XXS","SIZE & FIT: Model Height: 5 Feet 8 Inches, 172.7 cm Model Wears: XS"
862,Pink Fluence,"Embroidered Front, Plain Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This rose pink textured cotton shirt features tastefully minimalist embroidery.,"Rs.4,990.00","Rs.2,495.00",Pink,Textured Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 8 Inches, 172.7 cm Model Wears: XS"
863,Black Circle,"Printed Front with Embroidered Neckline, Printed Back, Y Neckline, Full Sleeves",Straight Kurta,"This black textured cotton kurta features a delightful design, ideal for a fun summer look.","Rs.2,790.00","Rs.1,395.00",Black,Textured Cotton,"XXS,XS,S,M,L,XL",Style Note:  Pair this gorgeous top with a solid coloured bottom.
864,Raw Umber,"Printed Front, Printed Back, V Neckline, Full Sleeves",Straight Tunic,This baroque print bember grip shirt comes in a midnight blue colour.,"Rs.6,990.00","Rs.3,495.00",Blue,Bember Grip,"XXS,XS,S,M,L,XL",Style Note:  Pair this top with beige trousers.
865,Night View,"Printed Front with Embroidered Neck, Printed Back, Band Neck with Placket, Full Sleeves",Straight Kurta,This black textured cotton kurta features a minimalist jewel coloured design and light embroidery along the neckline.,"Rs.3,490.00","Rs.1,745.00",Black,Textured Cotton,"XXS,XS,S,M,L,XL","Style Note: 
Amp up the classy vibe of this look by pairing with a black tulip shalwar."
866,Fantasy Black,"Printed Front, Printed Back, Round Neckline with Split, Full Sleeves",Straight Shirt,This beautiful printed silky satin shirt features a blooming all-over floral pattern.,"Rs.3,490.00","Rs.1,745.00",Black,Silky Satin,"XXS,XS,S,M,L,XL",Style Note:  A black raw silk trouser would look great with this kurta.
867,Floral Pink,"Printed Front, Printed Back, Band Neck with Split, Full Sleeves",Straight Shirt,A touch of aquamarine and white complemented by the floral print on this silky satin shirt.,"Rs.3,490.00","Rs.1,745.00",Aquamarine,Silky Satin,"XXS,XS,S,M,L,XL",Style Note:  A white tulip shalwar or cigarette pants are recommended for this look.
