,Name,Detail,Main-Description,Sub-Description,Old-Price,New-Price,Color,Fabric,Types,All Sizes
198,Dianthus,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,Intricate embroidery elevates this magenta hued herringbone piece.,"Rs.3,990.00","Rs.2,593.50",Magenta,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
199,Alabaster,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"This kurta has a band collar and is completely embroidered, and comes in snowy white herringbone.","Rs.4,490.00","Rs.2,918.50",White,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
200,Merlot,"Plain Front with Embroidered Neckline, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"This kurta is worked from jacquard in a merlot tone, and features embroidery along the neckline.","Rs.2,290.00","Rs.1,488.50",Maroon,100% Cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
201,Magna,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Trouser",2-Piece Kurta Trouser,A magenta piece with a classic collar in 100% fine cotton herringbone with matching trousers.,"Rs.3,990.00","Rs.2,593.50",Magenta,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
202,Preto,"Plain Front with Embroidered Neckline, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"This kurta is hewn from fine cotton herringbone in an ebony hue, and featured an embroidered neckline.","Rs.2,490.00","Rs.1,618.50",Black,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
203,Vinyl,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"This inky herringbone piece is covered in embroidery, and features a band collar.","Rs.3,990.00","Rs.2,593.50",Black,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
204,Antique Oak,"Plain Front, Plain Back, Band Neckline",Waist Coat,This luxurious but versatile camel waistcoat is made from 100% premium melange cotton.,"Rs.3,990.00","Rs.2,593.50",Camel,100% premium melange cotton,"XXL,Regular Fit","S,M,L,XL"
205,Slate,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,A dark grey herringbone kurta with a classic collar and matching bottom.,"Rs.3,990.00","Rs.2,593.50",Dark Grey,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
206,Harbor,"Plain Front with Embroidery on Placket, Plain Back, Full Sleeves, Band Neckline, Plain Shalwar",2-Piece Kurta Shalwar,This teal kurta with a band collar comes in 100% fine cotton herringbone with a matching bottom.,"Rs.3,990.00","Rs.2,593.50",Teal Blue,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
207,Gravel,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,This classic grey ensemble is 100% premium melange cotton.,"Rs.4,990.00","Rs.2,918.50",Grey,100% premium melange cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
208,Rich Ivory,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"100% melange cotton fibres make this creamy, luxurious fabric.","Rs.4,990.00","Rs.2,918.50",Cream,100% premium melange cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
209,Wave,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,This rich blue textile is 100% premium melange cotton.,"Rs.4,990.00","Rs.3,243.50",Blue,100% premium melange cotton,Regular Fit,"XS,S,M,L,XL"
210,Oak,"Plain Front, Plain Back, Full Sleeves, Band Neck, Plain Shalwar",2-Piece Kurta Shalwar,A timeless umber ensemble in 100% melange cotton.,"Rs.4,990.00","Rs.3,243.50",Light Brown,100% premium melange cotton,Regular Fit,"XS,S,M,L,XL"
211,Tide,"Plain Front, Plain Back, Full Sleeves, Band Neck, Plain Shalwar",2-Piece Kurta Shalwar,Sea green luxury 100% premium melange cotton.,"Rs.4,990.00","Rs.3,243.50",Sea Green,100% premium melange cotton,Regular Fit,"XS,S,M,L,XL"
212,Forest,"Plain Front, Plain Back, Full Sleeves, Band Neck, Plain Shalwar",2-Piece Kurta Shalwar,100% premium unstitched melange cotton in elegant olive green.,"Rs.4,990.00","Rs.3,243.50",Olive,100% premium melange cotton,Regular Fit,"XS,S,M,L,XL"
213,Ultramarine,"Plain Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,A simple and stylish jacquard piece in a decadent blue.,"Rs.2,790.00","Rs.1,813.50",Blue,100% Cotton Jacquard,"Slim Fit,Regular Fit","XS,S,M,L,XL"
214,Steel,"Plain Front, Plain Back, Band Neck",Waist Coat,This classic band collared waist coat is made of luxurious premium melange cotton in a chrome shade.,"Rs.3,990.00","Rs.2,593.50",Grey,100% Premium Melange Cotton,Regular Fit,"S,M,L,XL, XXL"
215,Frost Navy,"Plain Front, Plain Back, Full Sleeves, Band Neckline",Sherwani,"Featuring that classic band neckline, this deep navy sherwani is crafted from viscose linen blend fabric.","Rs.8,990.00","Rs.5,843.50",Dark Navy,Viscose Linen Blend,Regular Fit,"S,M,L,XL"
216,November Navy,"Embroidered Front, Embroidered Back, Band Neckline",Waistcoat,This opulent embroidered navy blue waistcoat features a band neckline and is crafted from 100% fine cotton herring bone fabric.,"Rs.4,990.00","Rs.3,243.50",Navy,100% Fine Cotton Herring Bone,Regular Fit,"S,M,L,XL"
217,Fresh,"Embroidered Front,  Plain Back, Band Neckline",Waistcoat,"Made from 100% fine cotton herring bone fabric, this festive embroidered maroon waist coat features a classic ban neckline.","Rs.4,990.00","Rs.3,243.50",Maroon,100% Fine Cotton Herring Bone,Regular Fit,"S,M,L,XL"
218,Hail,"Plain Front with Embroidery on Shoulder,  Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"Crafted from 100% premium cotton jacquard, this dazzling white kurta features a band neck and traditional embroidered elements.","Rs.2,490.00","Rs.1,618.50",White,100% premium cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
219,Drizzle,"Plain Front,  Plain Back,Full Sleeves, Collared Neck",Straight Kurta,This solid black kurta features a collar neck and is crafted from 100% premium cotton dobby.,"Rs.2,490.00","Rs.1,618.50",Black,100% premium cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
220,Monsoon,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,"Made from 100% fine cotton herring bone fabric, this blue kurta features a classic ban neckline.","Rs.2,490.00","Rs.1,618.50",Blue,100% fine cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
221,Cyclone,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This white khaddar kurta features a straight cut and band neckline.,"Rs.2,790.00","Rs.1,813.50",White,Khaddar,"Regular Fit,Slim Fit","XS,S,M,L,XL"
222,Blizzard,"Plain Front,  Plain Back,Full Sleeves, Collared Neck",Straight Kurta,This solid white kurta features a collar neck and is crafted from 100% premium cotton dobby.,"Rs.2,790.00","Rs.1,813.50",White,100% premium cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
223,Olive bark,"Plain Front,  Plain Back, Full Sleeves, Embroidered Band Neckline",Straight Kurta,This subtle ban-neck kurta is crafted from an olive coloured viscose linen blend fabric and sports embroidered details.,"Rs.3,490.00","Rs.2,268.50",Olive,Viscose Linen Blend,"Regular Fit,Slim Fit","XS,S,M,L,XL"
224,Navy seal,"Plain Front,  Plain Back, Full Sleeves, Embroidered Band Neckline",Straight Kurta,This stylish ban-neck kurta is crafted from a navy blue coloured viscose linen blend fabric and features embroidered details.,"Rs.3,490.00","Rs.2,268.50",Dark Navy,Viscose Linen Blend,"Regular Fit,Slim Fit","XS,S,M,L,XL"
225,Droplet,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This feisty teal kurta features a ban neck and is crafted from 100% premium cotton dobby.,"Rs.2,990.00","Rs.1,943.50",Teal,100% premium cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
226,Camelot,"Plain Front,  Plain Back, Full Sleeves, Embroidered Band Neckline",Straight Kurta,This impactful camel kurta is crafted from 100% premium cotton dobby fabric and features a band neck and thread work details.,"Rs.2,790.00","Rs.1,813.50",Camel,100% premium cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
227,Cloud,"Plain Front,  Plain Back, Full Sleeves, Embroidered Band Neckline",Straight Kurta,This statement marine kurta is crafted from 100% premium cotton dobby and features a band neck along with embroidered details.,"Rs.2,790.00","Rs.1,813.50",Marine,100% premium cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
228,Cycle,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This subtle olive green kurta is crafted from 100% premium cotton jacquard and features an elegant band neck.,"Rs.2,490.00","Rs.1,618.50",live Green,100% premium cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
229,Pelt,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,"Make a statement with this regal navy blue kurta, which is crafted from 100% premium cotton jacquard and sports a band neck.","Rs.2,290.00","Rs.1,488.50",Navy,100% premium cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
230,Plum core,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This subtly embroidered plum toned 100% premium cotton jacquard kurta has a festive appeal.,"Rs.2,290.00","Rs.1,488.50",Deep Plum,100% premium cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
231,Brewing,"Plain Front with Embroidered Placket,  Plain Back, Full Sleeves, Band Neckline",Straight Kurta,This moody grey kurta is crafted from 100% premium cotton jacquard and features a band neck and embroidered details.,"Rs.2,790.00","Rs.1,813.50",Dark Grey,100% premium cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
232,Snap,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This solid mauve kurta is made from sturdy khaddar fabric and features a classic band neck.,"Rs.2,790.00","Rs.1,813.50",Mauve,Khaddar,"Regular Fit,Slim Fit","XS,S,M,L,XL"
233,Tiger,"Plain Front, Plain Back, Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,"This earthy brown two piece look features a band neck kurta and matching bottom, both crafted from 100% premium cotton crepe.","Rs.4,490.00","Rs.2,918.50",Brown,100% premium cotton crepe,"Regular Fit,Slim Fit","XS,S,M,L,XL"
234,Ivorian,"Plain Front, Plain Back, Collared Neck, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,"Made from 100% premium cotton crepe fabric, this all white look proves that classics never go out of style.","Rs.4,490.00","Rs.2,918.50",White,100% premium cotton crepe,"Regular Fit,Slim Fit","XS,S,M,L,XL"
235,Slumber black,"Plain Front, Plain Back, Embroidered Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,"Featuring a band neck and embroidered details, this monochrome black look is crafted from poly modal microfiber fabric.","Rs.4,490.00","Rs.2,918.50",Black,Poly Modal Microfiber,"Regular Fit,Slim Fit","XS,S,M,L,XL"
236,Cloud core,"Plain Front, Plain Back, Embroidered Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,"Crafted from poly modal microfiber fabric, this off-white two piece look features a band-neck kurta with embroidered details and matching bottom.","Rs.4,490.00","Rs.2,918.50",Off White,Poly Modal Microfiber,"Regular Fit,Slim Fit","XS,S,M,L,XL"
237,Tanned,"Plain Front, Plain Back, Collared Neck, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,This solid light brown two piece look features a collar kurta and matching bottom crafted from poly modal microfiber fabric.,"Rs.4,490.00","Rs.2,918.50",Light Brown,Poly Modal Microfiber,"Regular Fit,Slim Fit","XS,S,M,L,XL"
238,Fine cream,"Plain Front, Plain Back, Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,This classic cream two piece look features a band-neck kurta and matching trouser in audia blended fabric.,"Rs.4,490.00","Rs.2,918.50",Cream,Audia - blended fabric,"Regular Fit,Slim Fit","XS,S,M,L,XL"
239,Teal Ferocity,"Plain Front, Plain Back, Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,"This traffic-stopping teal look features a band neck kurta and matching bottom, both crafted from 100% fine cotton herring bone fabric.","Rs.3,990.00","Rs.2,593.50",Teal,100% fine cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
240,Velveteen,"Plain Front, Plain Back, Embroidered Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,A band neck kurta featuring embroidered details and matching bottoms in a beige audia blended fabric.,"Rs.3,990.00","Rs.2,593.50",Beige,Audia - blended fabric,"Regular Fit,Slim Fit","XS,S,M,L,XL"
241,Calculate,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This sold dark grey kurta features a band neckline and is crafted from audia blended fabric.,"Rs.2,990.00","Rs.1,943.50",Dark Grey,Audia - blended fabric,"Regular Fit,Slim Fit","XS,S,M,L,XL"
242,Motivation,"Plain Front,  Plain Back,Full Sleeves, Collared Neck",Straight Kurta,This stylish audia blended fabric kurta sports a classic collar style and comes in a graceful light brown colour.,"Rs.2,990.00","Rs.1,943.50",Light Brown,Audia - blended fabric,"Regular Fit,Slim Fit","XS,S,M,L,XL"
243,Solstice,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,A flattering band neck adds a traditional appeal to this denim blended fabric fusion look.,"Rs.2,790.00","Rs.1,813.50",Blue Grey,Denim Blended fabric,"Slim Fit,Regular Fit","XS,S,M,L,XL"
244,Snowbird,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This white pure cotton kurta sports a band neck and has a classic appeal.,"Rs.2,490.00","Rs.1,618.50",white,100% cotton,"Slim Fit,Regular Fit","XS,S,M,L,XL"
245,Regiment,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"Made from 100% pure cotton, this sublime navy kurta sports a classic collar and straight cut. Pair with the matching trousers for a relaxed weekend vibe.","Rs.3,990.00","Rs.2,593.50",Navy,100% Cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
246,Depth of the Sea,"Embroidered Front, Embroidered Back, Band Neckline",Waistcoat,"Made from a regal navy blue viscose linen blend, this band neck and embroidered waistcoat is perfect for festive events.","Rs.5,490.00","Rs.3,568.50",Navy,Viscose Linen Blend,Regular Fit,"S,M,L,XL"
247,Dark Cloud,"Plain Front, Plain Back, Band Neck",Waist Coat,Sumptuous melange cotton and a deep grey color make this waist coat a must-have winter piece.,"Rs.3,990.00","Rs.2,593.50",Dark Grey,100% Premium Melange Cotton,Regular Fit,"S,M,L,XL, XXL"
248,Brook,"Plain Front, Plain Back, Band Neck",Waist Coat,This lapis waist coat with a band collar comes in 100% premium melange cotton.,"Rs.3,990.00","Rs.2,593.50",Blue,100% Premium Melange Cotton,Regular Fit,"S,M,L,XL, XXL"
249,Granate,"Plain Front, Plain Back, Band Neck",Waist Coat,Premium melange cotton and a rich blood-red hue make this waistcoat a statement piece.,"Rs.3,990.00","Rs.2,593.50",Maroon,100% Premium Melange Cotton,Regular Fit,"S,M,L,XL,XXL"
250,Blurred,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"You can never go wrong with a classic beige collar-necked kurta, especially when it is crafted from premium 100% cotton. The provided trouser completes the look.","Rs.3,990.00","Rs.2,593.50",Beige,100% Cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
251,Ashes,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"Made from 100% pure cotton, this charcoal coloured kurta sports a classic collar and straight cut. Pair with the matching trousers for a relaxed weekend vibe.","Rs.3,990.00","Rs.2,593.50",Charcoal,100% Cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
252,Heritage,"Plain Front,  Plain Back, Full Sleeves,  Band Neckline",Kurta,"Made from a supple viscose linen, this navy coloured kurta features a band neckline.","Rs.3,490.00","Rs.2,268.50",Navy,Viscose Linen,"Regular Fit,Slim Fit","XS,S,M,L,XL"
253,Element,"Plain Front,  Plain Back, Full Sleeves,  Band Neckline",Kurta,"Made from a smooth and supple viscose linen, this white coloured kurta features a band neckline.","Rs.3,990.00","Rs.2,593.50",White,Viscose Linen,"Regular Fit,Slim Fit","XS,S,M,L,XL"
254,White drip,"Plain Front,  Plain Back, Full Sleeves,  Band Neckline",Kurta,"Made from a timeless viscose linen, this white coloured kurta features a band neckline.","Rs.3,490.00","Rs.2,268.50",White,Viscose Linen,"Regular Fit,Slim Fit","XS,S,M,L,XL"
255,Casablanca,"Plain Front,  Plain Back, Band Neckline",Waistcoat,A navy coloured viscose line waistcoat will never go out of style.,"Rs.4,990.00","Rs.3,243.50",Navy,Viscose Linen,Regular Fit,"S,M,L,XL"
256,Court,"Plain Front,  Plain Back, Full Sleeves,  Band Neckline",Kurta,"This beige coloured kurta is fabricated from a opulent jacquard fabric, making it perfect for festive events.","Rs.2,290.00","Rs.1,488.50",Beige,Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
257,Blackhole,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"Made from 100% pure cotton, this solid black kurta sports a classic collar and straight cut. Pair with the matching trousers for that perfect Friday look.","Rs.3,990.00","Rs.2,593.50",Black,100% Cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
258,Spinning,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"Crafted from premium herring bone fabric, this demure grey kurta is both sturdy and versatile. The provided trouser completes the look.","Rs.3,990.00","Rs.2,593.50",Grey,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
259,Diving board,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"This solid navy coloured kurta features a classic collar and is crafted from herring bone fabric, perfect for transition weather. The provided trouser completes the look.","Rs.4,490.00","Rs.2,918.50",Navy,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
260,Disc,"Plain Front with Embroidery,  Plain Back, Full Sleeves,  Band Neckline",Kurta,"Featuring a traditional worked band neck, this black herring bone kurta is perfect for more formal and festive occasions.","Rs.4,490.00","Rs.2,918.50",Black,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
261,Razor black,"Plain Front,  Plain Back, Full Sleeves,  Band Neckline",Kurta,This deep black kurta features a classic band neckline and is crafted from pure 100% cotton fabric.,"Rs.2,290.00","Rs.1,488.50",Black,100% Cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
262,Boss,"Plain Front,  Plain Back, Band Neckline",Waistcoat,This grey waistcoat is manufactured from tropical fabric and features an excellent cut and finishing.,"Rs.3,990.00","Rs.2,593.50",Grey,Tropical,Regular Fit,"S,M,L,XL"
263,Bayer,"Plain Front,  Plain Back, Band Neckline",Waistcoat,"Your wardrobe needs this black herring bone waistcoat, which can be worn to festive and formal occasions.","Rs.4,990.00","Rs.3,243.50",Black,Herring Bone,Regular Fit,"S,M,L,XL"
264,Earth,"Straight Shirt, Plain Back, Full Sleeves, Band Neckline",Kurta,This bohemian and earthy chambrey kurta features a band neck. Pair it with a coordinating shalwar or trouser for a solid monochromatic look.,"Rs.2,790.00","Rs.1,813.50",Clove,Chambrey,"Regular Fit,Slim Fit","XS,S,M,L,XL"
265,White Kurta,Ready To Wear,Embroidered Front Panel Plain Black Panel Band Neck Full Sleeves,This white poplin kurta sports meticulous embroidery and a tailored silhouette.,"Rs.2,990.00","Rs.1,943.50",White,Poplin,"Regular,Slim","XS,S,M,L,XL"
266,Delight,Ready To Wear,Plain Front Panel with Embroidered Pocket & Placekt Edge Plain Black Panel Band Neck Full Sleeves,This summer white kurta features a linear patterned dobby fabric and lightly worked pocket and placket.,"Rs.2,990.00","Rs.1,943.50",White,Dobby,"Regular,Slim","XS,S,M,L,XL"
267,Toasted coconut,Ready To Wear,Plain Front Panel Plain Black Panel Embroidered Band Neck Full Sleeves,This winsome white look features a subtly embroidered band neckline.,"Rs.2,990.00","Rs.1,943.50",Off-White,Karandi,"Regular,Slim","XS,S,M,L,XL"
268,Adios,"Straight Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Kurta This light blue kurta is perfect to wear on a hot summer day. Pair with a matching shalwar or trouser for a solid summer look,.,"Rs.3,990.00","Rs.2,593.50",Lt. Blue,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
269,Smoke shift,"Straight Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Kurta The cooling light grey colour of this kurta makes it perfect to wear in the summer. Pair with a matching shalwar for a solid monochromatic look,.,"Rs.3,990.00","Rs.2,593.50",Lt. Grey,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
270,Dune storm,"Straight Embroidered Front, Plain Back, Band Neck",Waist Coat,"Crafted from beige coloured viscose linen, this sophisticated waist coat features an all-over embroidered pattern, making for a truly traditional piece.","Rs.5,490.00","Rs.3,568.50",Beige,Viscose Linen,Regular Fit,"S,M,L,XL"
271,Sergeant,"Straight Front, Plain Back, Full Sleeves, Band Neck",Kurta,This flattering monochrome kurta is crafted from premium dobby fabric and sports a classic band neck. This solid piece can be worn with both traditional trousers or your favourite jeans.,"Rs.2,790.00","Rs.1,813.50",Black,Dobby,"Slim Fit,Regular Fit","XS,S,M,L,XL"
272,Deputy,"Straight Front, Plain Back, Full Sleeves, Collared Neck",Kurta,This straight cut black kurta features a classic collar and is made from summer friendly dobby fabric. Pair with a matching trouser for a solid ensemble.,"Rs.2,790.00","Rs.1,813.50",Black,Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
273,Pitch core,"Plain Front, Plain Back, Embroidered Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,This subtly embroidered two piece look features a band neck kurta and matching trousers crafted from 100% fine cotton herringbone fabric.,"Rs.3,990.00","Rs.2,593.50",Black,100% fine cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
274,New Town,"Straight Front, Plain Back, Full Sleeves, Collared Neck",Kurta,"Crafted from black Yarn Dyed material, this straight cut kurta features a classic collar. Pair with a black shalwar for a refined monochrome look.","Rs.2,490.00","Rs.1,618.50",Black,Yarn Dyed,"Regular Fit,Slim Fit","XS,S,M,L,XL"
275,Ivory,"Straight Front with embroidered Yoke, Plain Back, Full Sleeves, Embroidered Collared Neck",Kurta,This straight cut kurta is crafted from breezy chambray in a cream colour. Embroidered details at the yoke and collar add a refined touch to this piece.,"Rs.2,790.00","Rs.1,813.50",Grey,Chambrey,"Regular Fit,Slim Fit","XS,S,M,L,XL"
276,Slice of Life,"Straight Embroidered Front, Plain Back, Full Sleeves, Band Neck",Kurta,"Crafted from a navy blue herring bone fabric, this straight cut kurta features a lightly worked band neck. Pair with matching blue trousers or a casual white shalwar.","Rs.4,490.00","Rs.2,918.50",Navy,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
277,Chilled,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"This classic and cool white kurta is made of herring bone fabric and features a timeless collar, perfect for both formal and festive wear. The provided trouser completes the look.","Rs.3,990.00","Rs.2,593.50",White,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
278,Whale cry,"Straight Front, Plain Back, Band Neck",Waist Coat,This elegant and minimalist blue waist coat is made from viscose linen and comes in a regal blue colour.,"Rs.4,490.00","Rs.2,918.50",Blue,Viscose Linen,Regular Fit,"S,M,L,XL"
279,Worth the Wait,Ready To Wear,Sherwani,This cotton-linen sherwani comes in a regal white shade and is perfect for a summer wedding event.,"Rs.8,990.00","Rs.5,843.50",Plain Front Panel Plain Black Panel Band Neck Full Sleeve,s,Regular,"S,M,L,XL"
280,Rain Dance,"Straight Shirt, Plain Back, Full Sleeves, Band Neckline",Kurta,"This light blue, band-neck kurta is ideal for the hot summer. The finely loomed light-weight dobby fabric ensures that you stay cool through the summer. Pair it with a white cotton shalwar for a classic summer look.","Rs.2,790.00","Rs.1,813.50",Light Blue,Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
281,Bud,"Straight Shirt, Plain Back, Full Sleeves, Band Neckline",Kurta,This leafy green chambray kurta is a refreshing colour to wear in summers. Pair it with straight white trousers for a summer-ready ensemble.,"Rs.2,790.00","Rs.1,813.50",Light Green,Chambrey,"Regular Fit,Slim Fit","XS,S,M,L,XL"
282,Onyx Wave,"Straight Shirt, Plain Back, Full Sleeves, Collared Neck",2-Piece Kurta Shalwar,"Crafted from a textured karandi, this black kurta features a classic collar and straight silhouette with a timeless appeal.","Rs.4,490.00","Rs.2,918.50",Black,Karandi,"Regular Fit,Slim Fit","XS,S,M,L,XL"
283,Silk road,"Straight Shirt, Plain Back, Full Sleeves, Band Neckline",Kurta,Fil e fill fabric has been used in the creation of this airy white kurta. Pair it with matching white trousers for a summery monochromatic look.,"Rs.2,790.00","Rs.1,813.50",Tango Red,Fil e Fill,"Regular Fit,Slim Fit","XS,S,M,L,XL"
284,Dune,Shirt & Trouser 4.5 M,Unstitched - 2 Piece,This unstitched set in spun polyester comes in a versatile beige hue.,"Rs.4,990.00","Rs.3,243.50",Beige,100% Microfilamrnt spun polyester,,
285,Oceanic,Shirt & Trouser 4.5 M,Unstitched - 2 Piece,A classic unstitched kurta and matching bottom set in a nautical navy blue.,"Rs.4,990.00","Rs.3,243.50",Navy Blue,100% Microfilamrnt spun polyester,,
286,Malva,Shirt & Trouser 4.5 M,Unstitched - 2 Piece,This mauve two piece set is both demure and eye catching.,"Rs.4,990.00","Rs.3,243.50",Mauve,100% Microfilamrnt spun polyester,,
287,Light whip,"Straight Shirt, Plain Back, Full Sleeves, Band Neckline",Kurta,"This cream coloured kurta features a straight cut and band neck, and is crafted from premium fil e fill fabric. Pair it with a matching shalwar for a cool solid vibe.","Rs.2,790.00","Rs.1,813.50",Cream,Fil e Fill,"Regular Fit,Slim Fit","XS,S,M,L,XL"
288,North Star,"Straight Shirt, Plain Back, Full Sleeves, Band Neckline",Kurta,"Stay cool in this airy dobby kurta, cut in a straight silhouette and featuring a band neckline. The finely loomed fabric ensures that you stay cool through the summer.","Rs.2,790.00","Rs.1,813.50",White,Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
289,Aqua,"Plain Front, Plain Back, Band Neck",Waist Coat,This collarless blue waistcoat comes in luxe silk karandi.,"Rs.4,490.00","Rs.2,918.50",Blue,Silk Karandi,Regular Fit,"S,M,L,XL"
290,Byzantium,"Plain Front with Embroidery on Arm Hole, Plain Back, Band Neckline",Waist Coat,"An aubergine waistcoat in tropic fabric, with a band collar and stylishly placed embroidery.","Rs.4,490.00","Rs.2,918.50",Deep Purple,Tropical fabric,Regular Fit,"S,M,L,XL"
291,Cosmos,"Plain Front, Plain Back, Band Neck",Waist Coat,A classic raven-black tropical fabric piece with a minimalistic feel.,"Rs.4,490.00","Rs.2,918.50",Black,Tropical,Regular Fit,"S,M,L,XL"
292,Sahara,"Plain Front, Plain Back, Full Sleeves, Band Neckline, Plain Shalwar",2-Piece Kurta Shalwar,A classy two piece suit in sandy beige feature a kurta with a band collar and a matching bottom.,"Rs.5,990.00","Rs.3,893.50",Beige,Toyobo,Regular Fit,"XS,S,M,L,XL"
